id	textes	classes
1515	"Dans ce film, on voit qu'il y a du travail : il y a des scènes d'action bien pimentées et de bonnes idées. Mais rien ne justifie la création de cette suite ! Car dans le deuxième volet, le développement de skynet est stoppé et les 2 terminators sont détruits, il n'y a donc plus de menaces pour l'humanité, donc pas besoin de suite. De plus, lorsque c'est le réalisateur des 2 premiers films qui dit lui-même qu'il n'y a pas besoin d'en rajouter, on en rajoute pas ! De plus, la fin est incroyablement décevante. Et comme seule excuse du développement de skynet, on dit que le programme est un virus qui s'est développé dans tous les ordinateurs du monde. Je suis désolé, mais c'est un peu trop facile. Donc si vous vous intéressez à la série ""terminator"", contentez-vous des 2 premiers."	0
1516	De tous temps, le cinéma a été un art machiste. Peut-on citer un seul producteur des grandes années d'Hollywood qui soit une femme ? Et du côté de la mise en scène ? Pas mieux avec une Ida Lupino perdue au milieu d'un océan de mâles. Heureusement, les temps changent, et notamment en France, avec une vraie nouvelle vague de réalisatrices talentueuses. A priori, Tiens-toi droite de Katia Lewkowicz avait tout pour plaire : un film ouvertement féministe autour de trois portraits de dames très dissemblables : une miss, une entrepreneuse et une mère de famille. Mais c'était a priori parce que sur l'écran l'état de grâce dure, allez, disons 2 minutes. Le temps qu'il faut pour comprendre que Tiens-toi droite, sous prétexte de casser les codes, va évoluer dans la confusion la plus totale, noyant son message dans une mise en scène hystérique, un scénario erratique et des dialogues impénétrables. C'est bien joli l'anarchie mais ça manque de lisibilité et c'est ennuyeux quand on ne voit pas la moitié d'un début de profondeur. Une catastrophe quand on a sous la main une Noémie Lvovsky ou une Marina Foïs. En définitive, parce qu'elle semble aussi paumée que le film dans lequel elle joue, c'est Laura Smet qui nous touche le plus. Maigre consolation.	0
1517	Adapté d'une histoire vraie par le trop rare Peter Weir, le point fort de ce film d’aventure épique et puissant est le refus du spectaculaire pour se concentrer sur l’étude psychologique de ses personnages. Ces évadés du goulag en quête de liberté sont en perpétuelle lutte contre la Nature. Leurs personnages, très secrets et méfiants au début, finissent par s’ouvrir et se livrer peu à peu, au fil de cette épopée grandiose et éprouvante. L’interprétation de Jim Sturgess, Ed Harris, Saoirse Ronan et Colin Farrell est exceptionnelle de sobriété et de justesse.	1
1518	"A ma méga grande honte qui tue, c'est le premier film que je vois avec ""La petite fiancée de l'Amérique"" Mary Pickford bien que j'ai plongé dans la marmite du cinéma depuis Mathusalem. Ben que dire ??? Alors que bien qu'elle avait près de 30 balais, l'actrice est pleinement crédible dans le rôle d'une gamine de 12 ans, qu'elle est très charismatique et énergique. La séquence de la première moitié, cette dernière étant de loin de la meilleure au passage, où elle est bourrée comme une polonaise est un grand moment de poilade assuré. Par contre, si l'actrice est toujours convaincante dans un registre moins comique dans la seconde moitié, la mise en scène l'est beaucoup moins. Le triangle amoureux qui s'y forme n'est pas suffisamment bien exploité, en rien aidé par le peu de prestance des deux acteurs masculins il est vrai, et le suspense quand à l'identité de Daddy-Long-Legs ne fonctionne pas du tout puisqu'on peut deviner qui il est très facilement bien à l'avance. Au final, un film à voir surtout pour Mary."	0
1519	Restauré en 2011, la version de 1935 est un chef d'oeuvre inegalé, le plus grand film historique de tout les temps. Abel Gance rentre au Panthéon des plus grands cineaste. Il existe aussi une version muette de 5 heures et une version americaine par Francis Ford Coppola	1
1520	Ce film est formidable. Non seulement il n'a pas du tout vieilli par rapport à l'époque où il a été réalisé, mais en plus il est très réaliste et propose une reconstitution de l'époque époustouflante. Les costumes et décors sont fabuleux. On croirait vraiment voir des personnages du 16ème siècle évoluer sous nos yeux. L'histoire qu'il raconte est vraie (j'ai vérifié) et c'est absolument étonnant. Une histoire d'usurpation d'identité. Je n'en dis pas plus, je vous laisse voir le film. Sachez juste que la distribution est parfaite, l'intrigue captivante, les acteurs jouent tous très bien leur rôle et les scènes poignantes sont au rendez-vous.	1
1521	Une météorite dans le cinéma français, c'est bel est bien ce qu'est ce petit bijou. Actuellement projeté aux sept parnassiens (paris 14e). Un film qui nous plonge dans un labyrinthe filmique d'une heure trente. La seconde chance d'un homme qui souhaite changer la destinée de son existence et découvrir en même temps que le spectateur cette plongée dans le cerveau du héros (Philippe Nahon), un monde en cinémascope dans lequel tous les sens sont mis en éveil. Une expérience divertissante et prometteuse pour ce réalisateur dans ce film au casting aussi millimètré que la bande-son ! Une palette d'émotions qui illustre ce que le cinéma peut nous apporter de meilleur !	1
1522	Le dénouement plombe l'ensemble du film qui n'est d'ailleurs pas des plus passionnants non plus! avec une meilleure fin, une corrélation entre chaque histoires, ça aurait pu être au final un super bon film avec un scénario et une mise en scène bien ficelé mais voilà, on reste sur notre faim parce que tous les points de vue différents que l'on pu observer tout le long du film n'ont pas vraiment d'incidence sur le final. Alors on se demande bien pour quoi tout ça, pourquoi montrer tous ces points de vue différents s'ils n'éclaircissent pas le motif de la disparition, les motivations du meurtre, l'implication de chacun.... Grosse déception donc, film sans intérêt donc...	0
1523	Un film assez bizarre : un pretre qui n'en est pas un, un immigré clandestin maitre du barreau, un adolescent tueur, et toute une ribanbelle de personnages hauts en couleur. çà donne un résultat inattendu mais pas déplaisant.	1
1524	"Les 30-40 minutes sont sympa, l'intrigue et l'actualité rend l'histoire intéressante. Les suivantes sont des enchaînements de clichés : police française pourri de l'intérieur et complètement incompétente voir risibile, receleur et sans papier à Barbes, les américains sauvent encore le monde. Mais merci, pour le josé garcia en ""robert downey junior"" :D"	0
1525	Un sacré talent de mise en scène de la part de Jean-Luc Godard qui n'a que 31 ans à l'époque. Une Femme est une Femme ( 1961 ) est une fable baroque et décalée, une bouffée de fraîcheur offerte au spectateur par un cinéaste qui sait ne pas se prendre au sérieux quand il le veut ( bien que le contraire ne soit pas toujours impertinent, loin de là...). A la fois comédie musicale et romance comique ( sans être une comédie romantique comme on l'entend aujourd'hui ), le troisième long métrage de Godard marque sa deuxième collaboration avec la talentueuse Anna Karina ( de même pour Belmondo ). C'est certainement l'un des films les plus légers et les plus divertissants du réalisateur qui, à partir d'une histoire très simple, apporte un souffle nouveau au cinéma français. D'une légèreté qui frise l'insolence, Une Femme est une Femme figure à mon sens parmi les films incontournables de la Nouvele Vague. Un petit chef d'oeuvre, à la mise en scène foisonnante et à l'interprétation remarquable. A ne pas manquer !	1
1526	très plaisant à regarder, les acteurs sont tous incroyables d'authenticité et cela nous remet un petit coup d'adrénaline et une piqure de rappel sur les personnalités politiques.les séquence de rêve entre Chirac et Hollande sont excellentes. Je me suis régalé, grand amateur de politique que je suis.	1
1527	Une comédie peu originale qu'on oubliera vite. Quelques moments peuvent faire sourire mais pas plus.	0
1528	Film sur l'histoire de la thailande, réaliste, il va nous faire passer de bons moments et une leçon sur la vie thailandaise de l'époque. A voir si vous vous interessez à la thailande.	1
1529	Les comédiens ne sont pas mauvais... mais le scénario n'est vraiment pas une réussite... C'est ennuyeux !.... J'ai essayé... mais je n'ai pas pu aller jusqu'au bout...	0
1530	cette traversée de l'Amérique profonde entre ce vieil homme atteint de dégénérescence cérébrale et de son fils qui ne veut pas le contrarier à la recherche d'un hypothétique prix de 1 million de dollars et qui n'est en fait qu'une publicité comme nous en recevons tous dans notre boite aux lettres est un petit bijou d'intelligence et de finesse. Admirablement porté par Bruce Dern comme par tous les personnages y compris les seconds drôles, plus truculent et attendrissants les uns que les autres, ce road-movie en noir et Blanc filmé avec subtilité enchante, fait sourire et émeut sans jamais tomber dans le pathos, toujours avec pudeur et par touche de générosité. Un vrai petit grand film à côté duquel il serait regrettable de passer.	1
1531	Une femme de ménage, petit pion sur l'échiquier d'un hôtel de Corse. Femme modeste mais aux échecs le pion est puissant si bien utilisé , Et tranquillement le jeu s'installe au fur et à mesure que la découverte dudit jeu et sa passion s'incruste comme poussière dans notre nouvelle joueuse qui s'enflamme et roque sa vie en mangeant les pièces autour d'elle. La subtilité du jeu est transposée dans une réalisation qui nous laisse totalement enveloppée par la puissance de la prise en passant, la prise des sentiments et à la fin le pion se métamorphose en reine alors que toutes les histoires d'amour entre les rois et reines sont dévorées par la joueuse. Nous sommes tous échec et mat dans un cri face à cette mer immense qu'est ce jeu, ce film, cet hommage sublime au silence et au fracas du grand roque de la vie!	1
1532	Aucune originalité dans la mise en scène pour ce film américain de prétoire basé sur une histoire vraie(y compris dans la fin du film avec, comme il se doit, quelques images de la vraie héroïne en situation). C’est donc un film dispensable qui n’a, à juste titre, pas bénéficié d’une sortie en salle en France et dont la vocation est simplement de garnir les catalogues de svod davantage basés sur la quantité que sur la qualité.	0
1533	"Des personnages assez niais, des adultes irritants et un méchant qui a perdu de sa superbe avec le temps. Bref, un classique Disney qui a beaucoup ""moisi"". Même l'histoire n'est pas très accrocheuse. Bof..."	0
